ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.652033103339171,173.29766398550825,16146.14639371177,8.198456385878654,387.7522033164466,423.23523189400504,12.04246307884246,86.34741260789596,5.0209995053786605,1
6.923805667359703,212.05153010450454,21330.067196358123,7.505052736430633,399.95755343123665,480.32657540480596,18.359613054305736,82.12953821063685,4.800363426424075,1
7.263209826308086,185.96010566728137,18645.893604839897,6.966953604927653,338.6818993669046,492.64615919358647,18.928232941759816,94.12824398669969,4.544327265198315,1
7.937372537905576,193.4602143498877,17663.054099152938,7.686853133714987,414.994732998883,480.16710175982166,20.916813949823975,90.58291278298175,6.072973292983869,1
5.312750535713491,176.3830065532788,17590.57502350165,11.062600292385264,416.1379575523766,458.7536085462886,13.990772032804907,90.18534042410946,4.649462164323812,0
7.503005567942964,185.50226229299867,18699.34743781697,10.582800735525609,370.41149532503755,459.5610847355791,14.69613128762535,99.57032065053977,5.131753937011019,1
6.432967640655747,182.52541495666478,18619.52768393531,9.74362028654769,401.2060105023531,472.6924197685126,20.105213585358626,100.79014154557007,4.750234921667007,1
6.245082590866303,183.24633366078032,18446.924513109803,9.588359095042952,380.8195813692777,493.96242854299066,15.405698328264817,91.44147817347189,5.1598126597757865,1
6.800931972643137,182.50309398660414,16221.407431292042,4.401637596084604,416.95535113654694,530.3058664336659,18.433747202380886,86.07297177042894,4.012558085259297,1
5.551722695364633,188.46341167923828,19173.676222311602,4.689754841301294,373.0556888578596,453.71906773795075,18.054649311722127,84.60877720729961,4.652039775738893,0
5.560157950588773,212.67448556672386,21404.8560048815,9.824258408466973,346.98809925569316,449.31987941630183,16.265930129808485,118.98328835937087,5.085391903269118,1
6.160932947766719,176.7122911621713,12308.545253350621,3.3697363681889807,388.47313449313424,491.92531716257315,17.52546648210435,79.68045082505549,4.498441669422217,0
7.266256230015924,197.59015096003216,23011.78230307754,9.579809918181661,401.4729994707761,452.4241512035006,13.507167053172822,82.91497488487809,5.5573419248397435,1
5.439871485586664,177.99604365808008,12415.673565521347,2.638521788953006,424.92180457757814,510.2332068354671,15.268174502107263,86.05496304050993,5.584323205772321,1
7.5878781999389595,194.83650427909933,20911.41290088814,8.410674295294697,377.11095064417475,426.5850849626544,21.28637473572887,91.75870889545027,5.158215083358562,1
7.322653364194526,194.2298171759558,20529.513347686614,4.532388352143172,345.7649193885529,512.965793875788,15.34296376627486,91.62312879257762,5.231671150337414,1
6.179462141675874,175.55402001866508,16533.852261955704,3.787365072656332,318.2257981362821,474.23551222397566,12.614890789231225,86.49679539728128,5.726598966104972,0
7.2327559274844075,221.69049669206902,14048.808627092496,7.1469622060921,384.3295710695258,448.1203326997374,16.628816125706532,104.42862562858315,4.726535276700027,1
7.368188091382353,172.41961156960028,19091.611114839918,8.946479973331519,384.1358206924208,472.35641303553376,18.939798752389628,109.18363995763876,4.27237068966644,1
6.008899861942621,193.30960750130703,15732.571742536385,4.625640945697632,336.99537301084916,390.1698226196317,22.160122166051778,76.1596944177744,4.511723705060913,0
6.738251365779624,184.2664207537311,21120.142222467417,5.677900655668849,407.45345311885086,437.40747004780656,21.83924214666459,92.83872501760933,4.764162057117383,1
6.293683559531013,143.84976610564357,14315.08852783331,9.830751378938883,344.9457129510993,417.74335947771374,12.193348943219824,87.35311394967482,4.592310772050654,0
6.448598803871814,156.03405510923093,20479.27120035586,6.170157939422529,353.55138110528196,461.7516011065445,11.614118709202266,89.57761439293769,4.406979100591639,0
7.434702246143396,179.194815912272,17832.60843594238,4.386931939619203,388.75988385572487,438.18208622337556,15.589860762093952,92.59905256796438,5.025939589414442,1
6.499623357485216,176.22034934405238,13090.341911521788,8.814161338573946,332.4877679809085,423.44714002174,18.750481000669783,73.64090476131473,4.551829660813754,0
6.543743315622607,181.45194964826086,20297.792013610167,3.367378783126824,391.92292357199574,432.0708730656411,15.768439463663242,86.77942867878723,4.09027016774611,0
5.805548274064249,153.5566935164475,8959.361554515777,9.34975283829637,342.93845336927467,466.5913433789841,17.766666977062137,80.80890548550813,4.2905814785897824,0
6.7452702755240646,190.68332831991688,15807.216084437548,6.943988546380565,347.9289214972853,508.8656965060168,17.46189241292149,96.17095324423246,4.580832685332253,1
6.1808175139317925,198.68729797272766,17420.0815442099,6.66864583493896,402.6730491870432,468.70407630694194,17.96645673079114,98.25318334021503,4.431689842068222,1
